Time (s),x,y,z,,timestamps
24.09534937,6.641814709,-33.78547668,-1.063025594,24095.34937,24095349.37
24.09735013,5.767930984,-39.20146179,-0.234631762,24097.35013,24097350.13
24.099351,5.55484724,-41.44961548,-0.234631762,24099.351,24099351
24.101351,5.178957462,-44.92150879,-0.165199921,24101.351,24101351
24.103351,4.604049683,-49.08023834,0.181959331,24103.351,24103351
24.105351,4.125209332,-51.26853561,0.268150598,24105.351,24105351
24.107351,3.677493811,-55.5137558,0.213083953,24107.351,24107351
24.109351,2.518700123,-59.45700836,-0.002394202,24109.351,24109351
24.11135097,1.606509328,-62.93099213,-0.586579442,24111.35097,24111350.97
24.11335007,1.244984865,-64.08769226,-0.938527048,24113.35007,24113350.07
24.11534917,0.952892304,-66.15628052,-1.994369984,24115.34917,24115349.17
24.11734827,0.955286503,-66.96312714,-2.564189911,24117.34827,24117348.27
24.11934737,1.278503656,-68.00221252,-3.761290789,24119.34737,24119347.37
24.12134733,1.984793186,-67.80828094,-5.490203857,24121.34733,24121347.33
24.1233473,2.571372509,-67.15705872,-6.237194538,24123.3473,24123347.3
24.12534726,4.285621166,-65.01903534,-7.214028835,24125.34726,24125347.26
24.12734726,6.232406139,-61.90388107,-7.08234787,24127.34726,24127347.26
24.1293473,7.058405876,-59.9717598,-6.644208908,24129.3473,24129347.3
24.13134733,7.652167797,-51.79765701,-3.883395195,24131.34733,24131347.33
24.13334806,7.187692642,-48.49126434,-2.743755102,24133.34806,24133348.06
24.13534896,6.581959724,-45.25909042,-1.534683347,24135.34896,24135348.96
24.13734986,5.305850029,-39.43370056,0.711077929,24137.34986,24137349.86
24.13935076,4.070142746,-34.56628799,2.549824715,24139.35076,24139350.76
24.14135166,3.531447411,-32.46387863,3.320757866,24141.35166,24141351.66
24.14335196,2.602497339,-28.77920151,4.515464306,24143.35196,24143351.96
24.14535193,1.881842494,-25.72659492,5.329792023,24145.35193,24145351.93
24.1473519,1.292868972,-24.36638832,5.777507782,24147.3519,24147351.9
24.14935186,1.036689281,-21.93387985,5.885247231,24149.35186,24149351.86
24.15135183,0.653617084,-19.87247276,5.822998047,24151.35183,24151351.83
24.15335093,0.478840351,-18.96267509,5.703287601,24153.35093,24153350.93
24.15535079,0.172382519,-17.27236938,5.344157696,24155.35079,24155350.79
24.15735089,-0.117315881,-15.850214,4.802768707,24157.35089,24157350.89
24.15935089,-0.301669419,-14.62647724,4.113238335,24159.35089,24159350.89
24.16135089,-0.44771573,-14.04708099,3.768473387,24161.35089,24161350.89
24.16335089,-0.763750315,-12.95771885,3.031059265,24163.35089,24163350.89
24.16535089,-1.019929886,-11.99524975,2.279279947,24165.35089,24165350.89
24.16735089,-1.070208192,-11.55711079,1.905784607,24167.35089,24167350.89
24.16935089,-1.446097851,-10.62337208,1.259350061,24169.35089,24169350.89
24.17135049,-1.762132406,-9.682451248,0.612915635,24171.35049,24171350.49
24.17335136,-1.884236693,-9.237129211,0.33279404,24173.35136,24173351.36
24.17535226,-1.817199111,-8.502109528,-0.169988319,24175.35226,24175352.26
24.17735316,-1.798045516,-7.781454563,-0.512359142,24177.35316,24177353.16
24.17935406,-1.936909199,-7.350498676,-0.656011283,24179.35406,24179354.06
24.18135409,-1.991975784,-6.565200329,-0.883460403,24181.35409,24181354.09
24.18335412,-1.814804912,-5.988197803,-1.043871999,24183.35412,24183354.12
24.18535416,-1.78128612,-5.703287601,-1.094150186,24185.35416,24185354.16
24.18735419,-1.795651317,-5.135861874,-1.22583127,24187.35419,24187354.19
24.18935419,-1.489193439,-4.618414879,-1.304839969,24189.35419,24189354.19
24.19135416,-1.592144132,-4.352658749,-1.292868972,24191.35416,24191354.16
24.19335342,-1.869871497,-3.732560396,-1.297657371,24193.35342,24193353.42
24.19535252,-1.953668594,-3.205836058,-1.321599364,24195.35252,24195352.52
24.19735249,-1.936909199,-2.987963676,-1.302445769,24197.35249,24197352.49
24.19935246,-1.946485996,-2.525882721,-1.290474772,24199.35246,24199352.46
24.20135242,-1.695094824,-2.078166962,-1.254561663,24201.35242,24201352.42
24.20335239,-1.8579005,-1.59932673,-1.278503656,24203.35239,24203352.39
24.20535239,-1.903390408,-1.371877551,-1.316810966,24205.35239,24205352.39
24.20735242,-1.845929503,-0.912190855,-1.508347034,24207.35242,24207352.42
24.20935245,-1.817199111,-0.533906996,-1.70946002,24209.35245,24209352.45
24.21135249,-1.814804912,-0.363918662,-1.824381709,24211.35249,24211352.49
24.21335339,-1.594538331,-0.067037649,-2.106897593,24213.35339,24213353.39
24.21535342,-1.692700624,0.217872351,-2.49236393,24215.35342,24215353.42
24.21735345,-1.778891921,0.356736064,-2.643198729,24217.35345,24217353.45
24.21935349,-1.690306425,0.555454791,-2.825158119,24219.35349,24219353.49
24.22135352,-1.508347034,0.691924274,-2.829946518,24221.35352,24221353.52
24.22335352,-1.393425345,0.749385118,-2.772485495,24223.35352,24223353.52
24.22535352,-1.144428372,0.866701007,-2.595314741,24225.35352,24225353.52
24.22735402,-1.031900883,1.00317049,-2.238578558,24227.35402,24227354.02
24.22935402,-0.940921247,1.070208192,-2.051830769,24229.35402,24229354.02
24.23135442,-0.658405483,1.252167463,-1.429338455,24231.35442,24231354.42
24.23335355,-0.469263524,1.314416766,-1.22822547,24233.35355,24233353.55
24.23535265,-0.299275219,1.379060149,-0.988805294,24235.35265,24235352.65
24.23735175,-0.361524463,1.568202138,-0.572214186,24237.35175,24237351.75
24.23935085,-0.375889659,1.793257117,-0.160411507,24239.35085,24239350.85
24.24135082,-0.311246216,1.910573006,0.026336219,24241.35082,24241350.82
24.24335078,-0.213083953,2.121262789,0.493205547,24243.35078,24243350.78
24.24535075,-0.143652096,2.252943754,1.053448796,24245.35075,24245350.75
24.24735072,-0.016759412,2.30561614,1.328781962,24247.35072,24247350.72
24.24935068,-0.062249243,2.420537949,1.869871497,24249.35068,24249350.68
24.25135068,-0.177170932,2.554613113,2.468421936,24251.35068,24251350.68
24.25335155,-0.253785372,2.693476915,3.169923067,24253.35155,24253351.55
24.25535245,-0.222660765,2.748543501,3.493140221,24255.35245,24255352.45
24.25735248,-0.08379706,2.85867691,4.199429989,24257.35248,24257352.48
24.25935251,0.045489833,3.009511471,4.812345505,24259.35251,24259352.51
24.26135255,0.162805721,3.098097086,5.064035892,24261.35255,24261352.55
24.26335258,0.354341865,3.296815634,5.382464886,24263.35258,24263352.58
24.26535261,0.423773706,3.512293816,5.63385582,24265.35261,24265352.61
24.26735261,0.490811348,3.598485231,5.715258598,24267.35261,24267352.61
24.26935258,0.718260527,3.742137194,5.791872978,24269.35258,24269352.58
24.27135254,0.969651699,3.861847401,5.732017994,24271.35254,24271352.54
24.27335164,1.098938584,3.916913986,5.638644218,24273.35164,24273351.64
24.27535074,1.386242747,3.97916317,5.44231987,24275.35074,24275350.74
24.27734984,1.67115283,4.024652958,5.171774864,24277.34984,24277349.84
24.27934894,1.771709204,4.089296341,5.006575108,24279.34894,24279348.94
24.28134891,1.972822189,4.225766182,4.601655483,24281.34891,24281348.91
24.28334891,2.209848166,4.288015366,3.995922565,24283.34891,24283348.91
24.28534894,2.327163935,4.276044369,3.722983599,24285.34894,24285348.94
24.28734848,2.607285738,4.228160381,3.19625926,24287.34848,24287348.48
24.28934851,2.904166698,4.209006786,2.621650934,24289.34851,24289348.51
24.29134854,3.093308687,4.211400986,2.020706177,24291.34854,24291348.54
24.29334944,3.181894064,4.199429989,1.678335428,24293.34944,24293349.44
24.29535034,3.330334663,4.120420933,1.065419793,24295.35034,24295350.34
24.29735124,3.404554844,4.050989151,0.732625723,24297.35124,24297351.24
24.29935214,3.574543238,3.931279182,-0.023942016,24299.35214,24299352.14
24.30135214,3.725377798,3.734954596,-0.790086567,24301.35214,24301352.14
24.30335214,3.758896589,3.591302633,-1.589749932,24303.35214,24303352.14
24.30535214,3.722983599,3.438073635,-1.996764183,24305.35214,24305352.14
24.30735214,3.663128614,3.375824451,-2.817975283,24307.35214,24307352.14
24.30935214,3.519476414,3.289633036,-3.560178041,24309.35214,24309352.14
24.31135214,3.442862034,3.23456645,-3.897760391,24311.35214,24311352.14
24.31335128,3.251325846,3.129221678,-4.50109911,24313.35128,24313351.28
24.31535038,3.074155092,3.08133769,-5.030517101,24315.35038,24315350.38
24.31734948,2.992752075,2.978386879,-5.26514864,24317.34948,24317349.48
24.31934858,2.829946518,2.796427488,-5.602731228,24319.34858,24319348.58
24.32134778,2.717418909,2.480392933,-5.794267178,24321.34778,24321347.78
24.32334774,2.659958124,2.324769735,-5.856516838,24323.34774,24323347.74
24.32534771,2.580949545,2.068590164,-5.945102215,24325.34771,24325347.71
24.32734767,2.494758129,1.891419291,-5.906795025,24327.34767,24327347.67
24.32934767,2.449268341,1.810016513,-5.854122639,24329.34767,24329347.67
24.33134767,2.355894566,1.568202138,-5.559635639,24331.34767,24331347.67
24.33334857,2.343923569,1.489193439,-5.439925671,24333.34857,24333348.57
24.33534947,2.341529369,1.426944256,-5.310638428,24335.34947,24335349.47
24.33735037,2.327163935,1.280897856,-5.080795288,24337.35037,24337350.37
24.33935127,2.274491549,1.132457376,-4.805162907,24339.35127,24339351.27
24.34135131,2.257732153,1.063025594,-4.663905144,24341.35131,24341351.31
24.34335134,2.238578558,0.933738649,-4.46039772,24343.35134,24343351.34
24.34535134,2.195482969,0.802057564,-4.237737179,24345.35134,24345351.34
24.3473513,2.185906172,0.732625723,-4.137180328,24347.3513,24347351.3
24.34935127,2.169146776,0.63446343,-3.957615376,24349.35127,24349351.27
24.35135124,2.123656988,0.565031588,-3.801992416,24351.35124,24351351.24
24.35335034,2.08295536,0.524330199,-3.722983599,24353.35034,24353350.34
24.3553503,1.972822189,0.442927301,-3.529053211,24355.3503,24355350.3
24.35735027,1.881842494,0.356736064,-3.303998232,24357.35027,24357350.27
24.35935024,1.805228114,0.268150598,-3.08373189,24359.35024,24359350.24
24.36135024,1.759738207,0.227449164,-2.97359848,24361.35024,24361350.24
24.36335027,1.618480325,0.131681099,-2.691082716,24363.35027,24363350.27
24.3653503,1.482010841,0.033518825,-2.331952572,24365.3503,24365350.3
24.36735033,1.422155857,-0.026336219,-2.147598982,24367.35033,24367350.33
24.36935037,1.292868972,-0.138863698,-1.740584612,24369.35037,24369350.37
24.3713504,1.144428372,-0.311246216,-1.180341482,24371.3504,24371350.4
24.3733513,1.053448796,-0.421379507,-0.797269165,24373.3513,24373351.3
24.3753522,0.888248801,-0.739808321,0.387860686,24375.3522,24375352.2
24.3773531,0.70628953,-1.345541358,2.659958124,24377.3531,24377353.1
24.37935357,0.574608386,-1.74776721,4.400542736,24379.35357,24379353.57
24.38135433,0.260968,-2.79163909,9.26825428,24381.35433,24381354.33
24.38335433,-0.414196909,-3.981557369,16.10160446,24383.35433,24383354.33
24.38535433,-1.086967587,-4.632780075,20.93549728,24385.35433,24385354.33
24.38735433,-3.162740469,-5.858911037,31.32902718,24387.35433,24387354.33
24.38935433,-5.214870453,-6.253953934,34.41545105,24389.35433,24389354.33
24.39135433,-5.461473465,-6.15339756,32.14784241,24391.35433,24391354.33
24.39335343,-4.599261284,-5.55724144,22.82931137,24393.35343,24393353.43
24.39535253,-2.798821688,-4.503493309,10.5515461,24395.35253,24395352.53
24.3973525,-1.874659896,-3.924096584,5.080795288,24397.3525,24397352.5
24.39935246,-0.459686726,-2.995146275,-2.370259762,24399.35246,24399352.46
24.40135243,0.193930343,-2.549824715,-4.663905144,24401.35243,24401352.43
24.4033524,0.395043284,-2.499546528,-4.656722069,24403.3524,24403352.4
24.40535236,0.428562105,-2.664746523,-3.687070608,24405.35236,24405352.36
24.40735236,0.533906996,-2.829946518,-3.56736064,24407.35236,24407352.36
24.40935236,0.679953277,-3.043030262,-3.325546265,24409.35236,24409352.36
24.4113524,0.723048925,-3.16034627,-3.028665066,24411.3524,24411352.4
24.4133533,0.823605359,-3.366247654,-2.422932148,24413.3533,24413353.3
24.41535333,0.869095206,-3.600879431,-2.207453966,24415.35333,24415353.33
24.41735336,0.905008256,-3.725377798,-2.123656988,24417.35336,24417353.36
24.41935339,0.976834297,-3.943250179,-2.106897593,24419.35339,24419353.39
24.42135343,1.019929886,-4.146757126,-2.188300371,24421.35343,24421353.43
24.42335343,1.010353088,-4.244919777,-2.264914751,24423.35343,24423353.43
24.42535339,1.012747288,-4.491522312,-2.394201756,24425.35339,24425353.39
24.42735336,1.04147768,-4.730942726,-2.463633537,24427.35336,24427353.36
24.42935332,1.053448796,-4.848258495,-2.466027737,24429.35332,24429353.32
24.43135329,1.034295082,-5.284302235,-2.379836559,24431.35329,24431353.29
24.43335239,1.048660398,-5.449502468,-2.341529369,24433.35239,24433352.39
24.43535149,1.055842996,-5.636250019,-2.315192938,24435.35149,24435351.49
24.43735059,0.974440098,-6.069600582,-2.367865562,24437.35059,24437350.59
24.43935012,0.876277804,-6.608295918,-2.442085743,24439.35012,24439350.12
24.44135016,0.823605359,-6.919542313,-2.49236393,24441.35016,24441350.16
24.44335019,0.665588081,-7.642591,-2.710236311,24443.35019,24443350.19
24.44535022,0.48362875,-8.581118584,-3.102885485,24445.35022,24445350.22
24.44735026,0.282515794,-9.117419243,-3.416525841,24447.35026,24447350.26
24.44935029,-0.44771573,-10.54915237,-4.774038315,24449.35029,24449350.29
24.45135032,-1.015141487,-12.36635113,-6.569988728,24451.35032,24451350.32
24.45335122,-1.22583127,-13.28093624,-7.180510044,24453.35122,24453351.22
24.45535212,-1.685518026,-15.11279964,-7.637802601,24455.35212,24455352.12
24.45735212,-2.324769735,-16.96112251,-7.800608635,24457.35212,24457352.12
24.45935212,-3.203441858,-17.90922737,-8.052000046,24459.35212,24459352.12
24.46135212,-3.763684988,-19.88444328,-8.202834129,24461.35212,24461352.12
24.46335212,-5.099948883,-21.9673996,-8.253112793,24463.35212,24463352.12
24.46535212,-6.323386192,-24.45497513,-7.621043205,24465.35212,24465352.12
24.46735212,-6.883629322,-25.66913414,-7.173327446,24467.35212,24467352.12
24.46935212,-8.190863609,-28.03460503,-5.973832607,24469.35212,24469352.12
24.47135209,-9.237129211,-30.45993233,-4.199429989,24471.35209,24471352.09
24.47335119,-9.725546837,-31.65463829,-3.19625926,24473.35119,24473351.19
24.47535029,-10.47014332,-33.50296402,-1.355118155,24475.35029,24475350.29
24.47734939,-12.02398014,-35.5191803,0.162805721,24477.34939,24477349.39
24.47934845,-12.57943535,-36.41939926,0.802057564,24479.34845,24479348.45
24.48134842,-13.56824017,-37.95168686,1.477222443,24481.34842,24481348.42
24.48334839,-14.47085476,-39.07935715,1.59693253,24483.34839,24483348.39
24.48534839,-14.76564026,-39.49116135,1.546654344,24485.34839,24485348.39
24.48734799,-15.03139687,-40.04421997,1.113303781,24487.34799,24487347.99
24.48934802,-14.82549572,-40.23815155,0.390254885,24489.34802,24489348.02
24.49134805,-14.51155567,-40.24772644,0.011971008,24491.34805,24491348.05
24.49334895,-13.33839703,-39.8407135,-0.861912608,24493.34895,24493348.95
24.49534985,-11.68400383,-38.87106323,-1.862688899,24495.34985,24495349.85
24.49735075,-10.77899551,-38.30363464,-2.310404539,24497.35075,24497350.75
24.49935165,-9.117419243,-37.18793869,-2.971204281,24499.35165,24499351.65
24.50135165,-7.618649006,-36.20631409,-3.222595453,24501.35165,24501351.65
24.50335165,-6.984185696,-35.77775192,-3.215412855,24503.35165,24503351.65
24.50535162,-5.971438408,-34.95654297,-2.954444885,24505.35162,24505351.62
24.50735158,-5.157409668,-34.13024139,-2.523488522,24507.35158,24507351.58
24.50935155,-4.553771496,-33.70647049,-2.255337954,24509.35155,24509351.55
24.51135152,-4.350264549,-32.72484589,-1.673547029,24511.35152,24511351.52
24.51335062,-3.90254879,-31.76477242,-1.053448796,24513.35062,24513350.62
24.51534972,-3.658340216,-31.30269051,-0.718260527,24515.34972,24515349.72
24.51734885,-3.347094059,-30.30670357,-0.055066638,24517.34885,24517348.85
24.51934798,-3.021482468,-29.27240753,0.474051923,24519.34798,24519347.98
24.52134712,-2.67432332,-28.77920151,0.67037648,24521.34712,24521347.12
24.52334712,-2.542642117,-27.79518509,0.916979253,24523.34712,24523347.12
24.52534712,-2.351106167,-26.84229279,0.988805294,24525.34712,24525347.12
24.52734712,-2.284068346,-25.87982368,0.926556051,24527.34712,24527347.12
24.52934712,-2.303221941,-25.38661766,0.840364814,24529.34712,24529347.12
24.53134712,-2.45166254,-23.94740486,0.347159237,24531.34712,24531347.12
24.53334798,-2.533065319,-23.52123642,0.122104287,24533.34798,24533347.98
24.53534888,-2.616862535,-23.15013504,-0.117315881,24535.34888,24535348.88
24.53734978,-2.614468336,-22.52524757,-0.691924274,24537.34978,24537349.78
24.53935071,-2.396595955,-21.98176384,-1.405396342,24539.35071,24539350.71
24.54135075,-2.279279947,-21.74713326,-1.800439715,24541.35075,24541350.75
24.54335078,-1.980004787,-21.29702187,-2.616862535,24543.35078,24543350.78
24.54535081,-1.685518026,-20.89240265,-3.438073635,24545.35081,24545350.81
24.54735125,-1.527500629,-20.7104435,-3.823540211,24547.35125,24547351.25
24.54935125,-1.146822572,-20.35610199,-4.541800499,24549.35125,24549351.25
24.55135121,-0.66798228,-20.07837486,-5.212476254,24551.35121,24551351.21
24.55335031,-0.411802679,-19.96824074,-5.523722649,24553.35031,24553350.31
24.55535028,0.095768064,-19.77431107,-6.210858345,24555.35028,24555350.28
24.55735024,0.533906996,-19.57559204,-6.871658325,24557.35024,24557350.24
24.55935021,0.955286503,-19.51094818,-7.166144848,24559.35021,24559350.21
24.56135018,1.161187768,-19.47742844,-7.661744595,24561.35018,24561350.18
24.56335014,1.527500629,-19.51813126,-8.008903503,24563.35014,24563350.14
24.56534994,1.8602947,-19.69051361,-8.202834129,24565.34994,24565349.94
24.56734998,2.056619167,-19.78867531,-8.305785179,24567.34998,24567349.98
24.56935001,2.497152328,-19.96824074,-8.490138054,24569.35001,24569350.01
24.57135004,2.942473888,-20.1909008,-8.660126686,24571.35004,24571350.04
24.57335094,3.177105665,-20.25315094,-8.739135742,24573.35094,24573350.94
24.57535184,3.60327363,-20.33694839,-8.808567047,24575.35184,24575351.84
24.57735254,4.098873138,-20.43271637,-8.827720642,24577.35254,24577352.54
24.57935344,4.359841347,-20.51651382,-8.820538521,24579.35344,24579353.44
24.58135434,4.881777287,-20.66734695,-8.712799072,24581.35434,24581354.34
24.58335434,5.444714069,-20.81339455,-8.37761116,24583.35434,24583354.34
24.58535434,5.712864399,-20.90916252,-8.150161743,24585.35434,24585354.34
24.58735434,6.23001194,-21.05042076,-7.549217224,24587.35434,24587354.34
24.58935434,6.742371082,-21.14139938,-6.723217487,24589.35434,24589354.34
24.59135434,7.000945091,-21.17731285,-6.136638165,24591.35434,24591354.34
24.59335347,7.613860607,-21.14139938,-4.42209053,24593.35347,24593353.47
24.59535254,8.212410927,-21.02647781,-1.527500629,24595.35254,24595352.54
24.59735251,8.554781914,-21.04802513,0.457292527,24597.35251,24597352.51
24.59935284,9.45979023,-21.23716736,5.674557209,24599.35284,24599352.84
24.6013528,10.61618996,-21.52926064,12.32564926,24601.3528,24601352.8
24.60335277,11.28656578,-21.68488312,16.03935623,24603.35277,24603352.77
24.60535274,12.76857662,-22.00570679,23.41110229,24605.35274,24605352.74
24.6073527,14.04468632,-22.16851234,29.63872147,24607.3527,24607352.7
24.60935267,14.44212437,-22.1349926,32.04249954,24609.35267,24609352.67
24.61135267,14.80634212,-21.86923599,34.06320572,24611.35267,24611352.67
24.61335357,14.44930649,-21.33532906,33.31860733,24613.35357,24613353.57
24.6153536,13.88427448,-21.03605461,31.39606476,24615.3536,24615353.6
24.61735364,13.62570095,-20.39201355,30.35698128,24617.35364,24617353.64
24.61935367,13.12770748,-19.70248413,28.15192223,24619.35367,24619353.67
24.6213537,12.82124901,-19.07759857,25.55900192,24621.3537,24621353.7
24.62335373,12.63210773,-18.72804451,24.1964016,24623.35373,24623353.73
24.62535397,12.07665253,-17.83500671,21.35448265,24625.35397,24625353.97
24.62735397,11.27220058,-16.76000977,18.34257698,24627.35397,24627353.97
24.62935393,10.80533123,-16.22849846,16.77437592,24629.35393,24629353.93
24.6313539,9.158121109,-14.9116869,12.22030449,24631.3539,24631353.9
24.63335296,8.578723907,-14.54268074,10.86039829,24633.35296,24633352.96
24.63535207,8.0232687,-14.17876148,9.658509254,24635.35207,24635352.07
24.63735136,7.027281284,-13.49162579,7.56358242,24637.35136,24637351.36
24.63935047,6.277895927,-12.89307499,5.918766022,24639.35047,24639350.47
24.64135043,5.992986202,-12.63689613,5.267542839,24641.35043,24641350.43
24.64335043,5.502174854,-12.14369011,4.405331135,24643.35043,24643350.43
24.64535046,5.078401089,-11.71991634,3.916913986,24645.35046,24645350.46
24.6473505,4.934749126,-11.53077507,3.708618402,24647.3505,24647350.5
24.64935053,4.625597477,-11.10939503,3.651157618,24649.35053,24649350.53
24.65135056,4.426878929,-10.71914005,3.859453201,24651.35056,24651350.56
24.65335146,4.302380562,-10.49169159,3.991134167,24653.35146,24653351.46
24.6553524,4.134786129,-10.00806236,4.467580318,24655.3524,24655352.4
24.65735243,4.007893562,-9.440636635,4.987421513,24657.35243,24657352.43
24.6593521,3.97916317,-9.155726433,5.272331238,24659.3521,24659352.1
24.6613521,4.005499363,-8.602665901,5.732017994,24661.3521,24661352.1
24.6633521,3.995922565,-8.181286812,6.048052788,24663.3521,24663352.1
24.6653521,3.957615376,-7.941866398,6.19170475,24665.3521,24665352.1
24.6673521,3.936067581,-7.45105505,6.340145588,24667.3521,24667352.1
24.6693521,3.912125587,-7.060800076,6.299443722,24669.3521,24669352.1
24.6713521,3.866635799,-6.692092896,6.081571579,24671.3521,24671352.1
24.6733512,3.770867586,-6.510133743,5.902006626,24673.3512,24673351.2
24.6753503,3.615244627,-6.165368557,5.478232861,24675.3503,24675350.3
24.6773494,3.526659012,-6.007351398,5.183745861,24677.3494,24677349.4
24.6793485,3.49553442,-5.78469038,4.616020679,24679.3485,24679348.5
24.6813476,3.404554844,-5.516540051,4.062960148,24681.3476,24681347.6
24.68334756,3.335123062,-5.281908035,3.529053211,24683.34756,24683347.56
24.68534753,3.287238836,-5.183745861,3.296815634,24685.34753,24685347.53
24.68734749,3.224989653,-4.937143326,2.868253708,24687.34749,24687347.49
24.68934749,3.181894064,-4.71657753,2.41574955,24689.34749,24689347.49
24.69134753,3.143586874,-4.587290287,2.250549555,24691.34753,24691347.53
24.69334846,3.105279684,-4.290409565,1.97042799,24693.34846,24693348.46
24.69534896,3.090914488,-3.964797974,1.802833915,24695.34896,24695348.96
24.69734986,3.078943491,-3.790021181,1.745373011,24697.34986,24697349.86
24.69935076,3.052607059,-3.397372246,1.726219416,24699.35076,24699350.76
24.70135079,3.016694069,-3.045424461,1.721431017,24701.35079,24701350.79
24.70335082,3.01429987,-2.880224705,1.719036818,24703.35082,24703350.82
24.70535082,2.985569477,-2.549824715,1.752555609,24705.35082,24705350.82
24.70735079,2.987963676,-2.276885748,1.817199111,24707.35079,24707350.79
24.70925987,2.997540474,-2.138022184,1.855506301,24709.25987,24709259.87
24.71126,2.999934673,-1.867477298,1.905784607,24711.26,24711260
24.7132591,3.031059265,-1.565807939,1.924938202,24713.2591,24713259.1
24.7152582,3.052607059,-1.424550056,1.924938202,24715.2582,24715258.2
24.7172573,3.074155092,-1.163581967,1.891419291,24717.2573,24717257.3
24.7192564,3.059789658,-0.955286503,1.814804912,24719.2564,24719256.4
24.7212564,3.038241863,-0.861912608,1.776497602,24721.2564,24721256.4
24.72325643,3.01429987,-0.66798228,1.762132406,24723.25643,24723256.43
24.72525647,2.911349297,-0.524330199,1.707065821,24725.25647,24725256.47
24.7272565,2.772485495,-0.37110126,1.623268723,24727.2565,24727256.5
24.72925653,2.722207308,-0.308852017,1.55862534,24729.25653,24729256.53
24.73125657,2.67671752,-0.150834709,1.326387763,24731.25657,24731256.57
24.73325746,2.667140722,-0.100556471,1.221042871,24733.25746,24733257.46
24.73525836,2.659958124,-0.045489833,1.108515382,24735.25836,24735258.36
24.73725927,2.643198729,0.045489833,0.974440098,24737.25927,24737259.27
24.73926013,2.616862535,0.093373865,0.794874966,24739.26013,24739260.13
24.741261,2.595314741,0.114921682,0.708683729,24741.261,24741261
24.743261,2.53067112,0.179565132,0.512359142,24743.261,24743261
24.745261,2.41574955,0.256179571,0.265756398,24745.261,24745261
24.747261,2.355894566,0.294486821,0.155623108,24747.261,24747261
24.749261,2.233790159,0.356736064,-0.088585466,24749.261,24749261
24.75126096,2.130839586,0.387860686,-0.272938997,24751.26096,24751260.96
24.75326006,2.104503393,0.375889659,-0.347159237,24753.26006,24753260.06
24.75526043,2.056619167,0.435744703,-0.495599747,24755.26043,24755260.43
24.7572604,2.013523579,0.502782345,-0.677559078,24757.2604,24757260.4
24.75926036,2.015917778,0.517147541,-0.754173517,24759.26036,24759260.36
24.76126033,2.059013367,0.560243189,-0.900219858,24761.26033,24761260.33
24.76326029,2.152387381,0.600944638,-1.084573388,24763.26029,24763260.29
24.76526026,2.226607561,0.629675031,-1.199495077,24765.26026,24765260.26
24.76726026,2.358288765,0.746990919,-1.41018486,24767.26026,24767260.26
24.76926029,2.458845139,0.816422761,-1.532289028,24769.26029,24769260.29
24.77126126,2.621650934,0.866701007,-1.661576033,24771.26126,24771261.26
24.77326216,2.679111719,0.871489406,-1.695094824,24773.26216,24773262.16
24.77526306,2.782062292,0.905008256,-1.754949808,24775.26306,24775263.06
24.77726396,2.853888512,0.897825658,-1.807622313,24777.26396,24777263.96
24.77926486,2.882618904,0.897825658,-1.833958507,24779.26486,24779264.86
24.78126489,2.920926094,0.905008256,-1.908178806,24781.26489,24781264.89
24.78326489,2.949656487,0.924161851,-1.927332401,24783.26489,24783264.89
24.78526486,2.97599268,0.921767652,-1.908178806,24785.26486,24785264.86
24.78726482,3.009511471,0.919373453,-1.956062794,24787.26482,24787264.82
24.78926479,2.961627483,0.869095206,-1.951274395,24789.26479,24789264.79
24.79126476,2.913743496,0.852335811,-1.917755604,24791.26476,24791264.76
24.79326386,2.844311714,0.849941611,-1.893813491,24793.26386,24793263.86
24.79526296,2.762908697,0.833182216,-1.869871497,24795.26296,24795262.96
24.79726292,2.731784105,0.799663365,-1.841141105,24797.26292,24797262.92
24.79926255,2.669534922,0.694318473,-1.78368032,24799.26255,24799262.55
24.80126259,2.628833532,0.617704034,-1.738190413,24801.26259,24801262.59
24.80326262,2.619256735,0.586579442,-1.721431017,24803.26262,24803262.62
24.80526265,2.609679937,0.507570744,-1.726219416,24805.26265,24805262.65
24.80726269,2.604891539,0.399831682,-1.745373011,24807.26269,24807262.69
24.80926325,2.592920542,0.356736064,-1.745373011,24809.26325,24809263.25
24.81126329,2.597708941,0.316034615,-1.745373011,24811.26329,24811263.29
24.81326422,2.588132143,0.253785372,-1.735796213,24813.26422,24813264.22
24.81526425,2.588132143,0.220266551,-1.738190413,24815.26425,24815264.25
24.81726425,2.554613113,0.126892686,-1.714248419,24817.26425,24817264.25
24.81926385,2.466027737,-0.057460841,-1.616086125,24819.26385,24819263.85
24.82126385,2.214636564,-0.397437483,-1.276109457,24821.26385,24821263.85
24.82326385,1.944091797,-0.689530075,-0.905008256,24823.26385,24823263.85
24.82526385,1.41018486,-1.292868972,0.165199921,24825.26385,24825263.85
24.82726385,1.051054597,-1.853112102,1.436521053,24827.26385,24827263.85
24.82926382,0.92895025,-2.11647439,2.099714994,24829.26382,24829263.82
24.83126268,0.70628953,-2.947262287,4.084507942,24831.26268,24831262.68
24.83326175,0.70628953,-2.947262287,4.084507942,24833.26175,24833261.75
24.83526085,0.612915635,-3.512293816,5.389647484,24835.26085,24835260.85
24.83725995,0.507570744,-4.098873138,6.71364069,24837.25995,24837259.95
24.83925905,0.308852017,-4.400542736,8.162133217,24839.25905,24839259.05
